primaryTumorLocation,cancerSubType,biopsySite,biopsyLocation,biopsyType
CUP,,"tumor near clavicula medial left","tumor near clavicula medial lef",Thorax/Thorax wall
CUP,,"vaginal","vaginal",Vagina
CUP,Esophagus or Stomach,"primary","stomach",Stomach
CUP,Gall bladder,"liver","right liver lobe",Liver
CUP,Possibly Head and neck,"liver","left lobe",Liver
CUP,Possibly SCLC,"liver","right lobe",Liver
Esophagus,,"abdomen left side","omental",Peritoneum/Omentum
Esophagus,,"abdomen","subcutaneous lesion in the anterior abdominal wall left paramediaan.",Abdomen/Abdominal wall
Esophagus,,"abdominal wall","abdominal wall",Abdomen/Abdominal wall
Esophagus,,"bone","os ilium",Bone
Esophagus,,"bone","os pubis left side",Bone
Esophagus,,"bone","pelvis left",Bone
Esophagus,,"bone","right knee",Bone
Esophagus,,"cutane metastasis abdomen","left flank",(Sub)cutane
Esophagus,,"esophagus - small intestine","unknown",Esophagus
Esophagus,,"esophagus","distal",Esophagus
Esophagus,,"esophagus","esophagus",Esophagus
Esophagus,,"gastric mucosa","gastro-oesophagal area",Esophagus
Esophagus,,"liver","caudal, left liver lobe",Liver
Esophagus,,"liver","front",Liver
Esophagus,,"liver","lateroventral caudal right liver lobe",Liver
Esophagus,,"liver","left liver lob",Liver
Esophagus,,"liver","left liverlobe ventral",Liver
Esophagus,,"liver","left lob",Liver
Esophagus,,"liver","left lobe",Liver
Esophagus,,"liver","left ventral",Liver
Esophagus,,"liver","liver nos",Liver
Esophagus,,"liver","liver",Liver
Esophagus,,"liver","metastasis",Liver
Esophagus,,"liver","not specified",Liver
Esophagus,,"liver","null",Liver
Esophagus,,"liver","right liver lob",Liver
Esophagus,,"liver","right liver lobe",Liver
Esophagus,,"liver","right lob (segment 7)",Liver
Esophagus,,"liver","right lobe",Liver
Esophagus,,"liver","right side",Liver
Esophagus,,"liver","rigth liver lobe",Liver
Esophagus,,"liver","segment 2",Liver
Esophagus,,"liver","segment 3",Liver
Esophagus,,"liver","segment 4",Liver
Esophagus,,"liver","segment 5",Liver
Esophagus,,"liver","segment 7",Liver
Esophagus,,"liver","segment ii",Liver
Esophagus,,"liver","segment vi",Liver
Esophagus,,"liver","superficial lesion",Liver
Esophagus,,"liver","transcostal",Liver
Esophagus,,"liver","unknown",Liver
Esophagus,,"liver","ventral",Liver
Esophagus,,"lung","right pleura basoventral",Lung
Esophagus,,"lung","subpleural node",Lung
Esophagus,,"lung","thorax wall",Thorax/Thorax wall
Esophagus,,"lymph node","left axillair",Lymph node
Esophagus,,"lymph node","left neck",Lymph node
Esophagus,,"lymph node","left supraclavicular",Lymph node
Esophagus,,"lymph node","level vi left side",Lymph node
Esophagus,,"lymph node","lymph node neck",Lymph node
Esophagus,,"lymph node","para aortal",Lymph node
Esophagus,,"lymph node","paratracheal right",Lymph node
Esophagus,,"lymph node","retroperiotoneal left",Lymph node
Esophagus,,"lymph node","subclaviculair right/ neck",Lymph node
Esophagus,,"lymph node","supra-clavicular right",Lymph node
Esophagus,,"lymph node","supraclaviculair",Lymph node
Esophagus,,"lymph node","supraclavicular left",Lymph node
Esophagus,,"lymph node","supraclavicular",Lymph node
Esophagus,,"mamma","left",Breast
Esophagus,,"muscle","gluteus maximus right",Muscle
Esophagus,,"muscle","right gluteal muscle",Muscle
Esophagus,,"oesophagus","mid oesophageal",Esophagus
Esophagus,,"paravertebral","paravertebral th11",Thorax/Thorax wall
Esophagus,,"primary","distal oesophagus",Esophagus
Esophagus,,"primary","esophagus",Esophagus
Esophagus,,"primary","oesophagus",Esophagus
Esophagus,,"primary","prox stomach carcinoma",Esophagus
Esophagus,,"retroperitoneal mass","para-aortal left",Abdomen/Abdominal wall
Esophagus,,"skin","metastasis",(Sub)cutane
Esophagus,,"soft tissue","neck left",Head and neck
Esophagus,,"soft tissue","right gluteal muscle",Muscle
Esophagus,Other,"liver","segment 5",Liver
Esophagus,Other,"liver","ventral segment 4b",Liver
Head and neck,,"lymph node","para-iliacal left",Lymph node
Head and neck,Hypopharyngeal,"liver","ventral right lobe",Liver
Head and neck,Hypopharyngeal,"lung","right upper lobe",Lung
Head and neck,Hypopharyngeal,"neck lesion","neck left",Head and neck
Head and neck,Hypopharyngeal,"primary","hypopharynx",Head and neck
Head and neck,Laryngeal,"lymph node","supraclavicular left",Lymph node
Head and neck,Laryngeal,"subcutaneous","metastasis",(Sub)cutane
Head and neck,Lip and Oral Cavity,"bone","costa 7 right",Bone
Head and neck,Lip and Oral Cavity,"bone","right os ileum",Bone
Head and neck,Lip and Oral Cavity,"just above a. subclavia left side","just above arteria subclavia left side",Thorax/Thorax wall
Head and neck,Lip and Oral Cavity,"lung","pleural mass dorsal base right",Lung
Head and neck,Lip and Oral Cavity,"lymph node","neck right",Lymph node
Head and neck,Lip and Oral Cavity,"primary","mouth, submandibular",Head and neck
Head and neck,Lip and Oral Cavity,"skinlesion","neck low left",(Sub)cutane
Head and neck,Lip and Oral Cavity,"tongue","left side, in tumor",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"endonasal","left",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"liver","left lobe",Liver
Head and neck,Nasal cavity and paranasal sinuses,"lymph node","axilla",Lymph node
Head and neck,Nasal cavity and paranasal sinuses,"mouth","region 13",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"primary","cavum nasi left",(Sub)cutane
Head and neck,Nasal cavity and paranasal sinuses,"primary","cavum nasi",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"primary","palatum durum",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"primary","sinus sphenoidalis",Head and neck
Head and neck,Nasal cavity and paranasal sinuses,"primary","skin",(Sub)cutane
Head and neck,Nasal cavity and paranasal sinuses,"sinus","right posterior paranasal",Head and neck
Head and neck,Oropharyngeal,"left mandibula","left mandibula",Head and neck
Head and neck,Oropharyngeal,"neck right side","superficial",Head and neck
Head and neck,Oropharyngeal,"soft tissue","rib 11",Thorax/Thorax wall
Head and neck,Other,"liver","segment 4b",Liver
Head and neck,Other,"liver","segment 6",Liver
Head and neck,Salivary Duct,"ossale vertebrae","ossale vertebrae",Bone
Head and neck,Salivary Gland,"bone","l3",Bone
Head and neck,Salivary Gland,"liver","4b/5",Liver
Head and neck,Salivary Gland,"liver","left liver lobe",Liver
Head and neck,Salivary Gland,"liver","null",Liver
Head and neck,Salivary Gland,"liver","segment 2/3",Liver
Head and neck,Salivary Gland,"liver","segment 6",Liver
Head and neck,Salivary Gland,"lung","lung",Lung
Head and neck,Salivary Gland,"lung","paramediastinal",Lung
Head and neck,Salivary Gland,"lymph node","axilla left",Lymph node
Head and neck,Salivary Gland,"lymph node","left axilla",Lymph node
Head and neck,Salivary Gland,"lymph node","left supraclavicular",Lymph node
Head and neck,Salivary Gland,"lymph node","station 7",Lymph node
Head and neck,Salivary Gland,"mandible","submandibular mass",Head and neck
Head and neck,Salivary Gland,"muscle","gluteus",Muscle
Head and neck,Salivary Gland,"primary","mastoid area (post surgical area)",Head and neck
Head and neck,Salivary Gland,"primary","right parotis",Head and neck
Head and neck,Salivary Gland,"primary","sinus sphenoidalis",Head and Neck
Head and neck,Tongue,"lymph node","neck, right side",Lymph node
Head and neck,Tongue,"skin","neck left",(Sub)cutane
Kidney,,"lymph node","inguinaal lilicaal",Lymph node
Kidney,Renal Cell,"abdomen","left",Abdomen/Abdominal wall
Kidney,Renal Cell,"abdominal wall","left lateral",Abdomen/Abdominal wall
Kidney,Renal Cell,"abdominal wall","left",Abdomen/Abdominal wall
Kidney,Renal Cell,"adrenal gland","adrenal left",Adrenal gland
Kidney,Renal Cell,"adrenal gland","left adrenal gland",Adrenal gland
Kidney,Renal Cell,"bone","l4",Bone
Kidney,Renal Cell,"bone","os ileum lesion left",Bone
Kidney,Renal Cell,"bone","os ilium",Bone
Kidney,Renal Cell,"bone","os ischium right",Bone
Kidney,Renal Cell,"bone","scapula",Bone
Kidney,Renal Cell,"bone","tibia left",Bone
Kidney,Renal Cell,"duodenum","duodenum (uncertain if lymphnodes)",Lymph node
Kidney,Renal Cell,"kidney","cranial side left kdiney",Kidney
Kidney,Renal Cell,"kidney","kidney 18g biopt",Kidney
Kidney,Renal Cell,"kidney","left",Kidney
Kidney,Renal Cell,"kidney","lesion",Kidney
Kidney,Renal Cell,"kidney","lower pole left kidney",Kidney
Kidney,Renal Cell,"kidney","lymph node mediastinum",Kidney
Kidney,Renal Cell,"kidney","onderpool rechternier",Kidney
Kidney,Renal Cell,"kidney","peri renal tissue",Kidney
Kidney,Renal Cell,"kidney","perirenal tissue",Kidney
Kidney,Renal Cell,"kidney","right kidney",Kidney
Kidney,Renal Cell,"kidney","right upper pole",Kidney
Kidney,Renal Cell,"kidney","right",Kidney
Kidney,Renal Cell,"kidney","tumormass right kidney",Kidney
Kidney,Renal Cell,"liver","liver",Liver
Kidney,Renal Cell,"liver","most ventral situated largest lesion",Liver
Kidney,Renal Cell,"liver","right liver lobe",Liver
Kidney,Renal Cell,"liver","right lobe",Liver
Kidney,Renal Cell,"liver","right",Liver
Kidney,Renal Cell,"liver","segment 3",Liver
Kidney,Renal Cell,"liver","segment 5",Liver
Kidney,Renal Cell,"liver","segment 6",Liver
Kidney,Renal Cell,"liver","unknown",Liver
Kidney,Renal Cell,"lung","dorsal in left under lobe",Lung
Kidney,Renal Cell,"lung","right",Lung
Kidney,Renal Cell,"lymph node","abdomen",Lymph node
Kidney,Renal Cell,"lymph node","left level v",Lymph node
Kidney,Renal Cell,"lymph node","left side neck",Lymph node
Kidney,Renal Cell,"lymph node","mediastinal",Lymph node
Kidney,Renal Cell,"lymph node","neck",Lymph node
Kidney,Renal Cell,"lymph node","para aorthal",Lymph node
Kidney,Renal Cell,"lymph node","para-aortaal",Lymph node
Kidney,Renal Cell,"lymph node","para-aortal",Lymph node
Kidney,Renal Cell,"lymph node","paravertebral left",Lymph node
Kidney,Renal Cell,"lymph node","retrocaval",Lymph node
Kidney,Renal Cell,"lymph node","right para-aortic",Lymph node
Kidney,Renal Cell,"lymph node","supra clavicular",Lymph node
Kidney,Renal Cell,"lymph node","supraclavicular lymph node",Lymph node
Kidney,Renal Cell,"muscle dorsum","paravertebral t 12 right",Muscle
Kidney,Renal Cell,"muscle","right upper leg",Muscle
Kidney,Renal Cell,"musculus psoas","right",Muscle
Kidney,Renal Cell,"null","adrenal",Adrenal gland
Kidney,Renal Cell,"null","lesion under skin, abdominal",(Sub)cutane
Kidney,Renal Cell,"null","muscle left leg",Muscle
Kidney,Renal Cell,"null","skull",Bone
Kidney,Renal Cell,"para-vertebral mass","para-vertebral right",Bone
Kidney,Renal Cell,"primary","kidney left",Kidney
Kidney,Renal Cell,"primary","left kidney",Kidney
Kidney,Renal Cell,"primary","r kidney",Kidney
Kidney,Renal Cell,"primary","right kidned",Kidney
Kidney,Renal Cell,"primary","right kidney",Kidney
Kidney,Renal Cell,"retro-peritoneal","left",Abdomen/Abdominal wall
Kidney,Renal Cell,"skin/subcutaneous","thoracic wall right",Thorax/Thorax wall
Kidney,Renal Cell,"skin/subcutaneous","unknown",(Sub)cutane
Kidney,Renal Cell,"soft tissue mass sacrum","sacrum",Bone
Kidney,Renal Cell,"soft tissue mass","os pubic bone right",Bone
Kidney,Renal Cell,"soft tissue","lateral left aorta",Thorax/Thorax wall
Kidney,Renal Cell,"soft tissue","pelvis right",Bone
Kidney,Renal Cell,"sternum","mass retro-sternal",Bone
Kidney,Renal Cell,"sternum","mass surrounding sternum",Bone
Kidney,Renal Cell,"thorax","pleural lesion thoracic wall right side",Thorax/Thorax wall
Kidney,Renal Cell,"thorax","subcutus right laterodorsaal",(Sub)cutane
Kidney,Renal Cell,"uterus","uterus and adnexen",Uterus
Liver,,"abdomen muscle","musculus obliques abdominis right",Muscle
Liver,,"bone","os ilium right",Bone
Liver,,"liver","left liver lobe",Liver
Liver,,"liver","left lobe",Liver
Liver,,"liver","not specified",Liver
Liver,,"liver","right liver lobe",Liver
Liver,,"liver","right liver lober",Liver
Liver,,"liver","right liverlobe",Liver
Liver,,"liver","segment 7",Liver
Liver,,"liver","segment iv",Liver
Liver,,"liver","segment vi",Liver
Liver,,"liver","uk",Liver
Liver,,"liver","unknown",Liver
Liver,,"lung","right lung",Lung
Liver,,"peritoneum","omental lesion",Peritoneum/Omentum
Liver,,"soft tissue","right flank",Abdomen/Abdominal wall
Liver,Hepatocellular,"adrenal gland","left side",Adrenal gland
Liver,Hepatocellular,"adrenal gland","left",Adrenal gland
Liver,Hepatocellular,"liver","caudal in right live lobe",Liver
Liver,Hepatocellular,"liver","left liver lobe",Liver
Liver,Hepatocellular,"liver","liver caudal",Liver
Liver,Hepatocellular,"liver","liver lobe left",Liver
Liver,Hepatocellular,"liver","liver",Liver
Liver,Hepatocellular,"liver","right liver lobe",Liver
Liver,Hepatocellular,"liver","right lobe",Liver
Liver,Hepatocellular,"liver","right side",Liver
Liver,Hepatocellular,"liver","segement 5",Liver
Liver,Hepatocellular,"liver","segment 2/3",Liver
Liver,Hepatocellular,"liver","segment 4 a/b",Liver
Liver,Hepatocellular,"liver","segment 5",Liver
Liver,Hepatocellular,"liver","segment 6/7",Liver
Liver,Hepatocellular,"liver","segment 8/5",Liver
Liver,Hepatocellular,"lung","paracardiale lymph node parasternaal",Lymph node
Liver,Hepatocellular,"lung","wig excision left",Liver
Liver,Hepatocellular,"paravertebrale massa","right flank",Liver
Liver,Hepatocellular,"primary","central tumor lesion liver",Liver
Liver,Other,"liver","liver",Liver
Lung,Adenocarcinoom,"liver","left lobe",Liver
Lung,Bronchus,"soft tissue","pectoralis major right",Muscle
Lung,NET,"liver","left liver lobe",Liver
Lung,NET,"liver","not specified",Liver
Lung,NET,"liver","segment 4",Liver
Lung,NET,"lung","supra lobe right",Lung
Lung,NET,"pleural lesion","right flank",Lung
Lung,Non-Small Cell,"adrenal gland","right",Adrenal gland
Lung,Non-Small Cell,"bone","costa 8 right lateral",Bone
Lung,Non-Small Cell,"bone","costae 3",Bone
Lung,Non-Small Cell,"bone","l4",Bone
Lung,Non-Small Cell,"bone","os ilium right",Bone
Lung,Non-Small Cell,"bone","os sacrum",Bone
Lung,Non-Small Cell,"bone","th1 left",Bone
Lung,Non-Small Cell,"bronchus","right",Lung
Lung,Non-Small Cell,"cns","parietal right",CNS
Lung,Non-Small Cell,"kidney","left",Kidney
Lung,Non-Small Cell,"kidney","lower pool right kidney",Kidney
Lung,Non-Small Cell,"left mamma","left mamma",Breast
Lung,Non-Small Cell,"liver","between segment iv - vi",Liver
Lung,Non-Small Cell,"liver","lateral",Liver
Lung,Non-Small Cell,"liver","left lobe",Liver
Lung,Non-Small Cell,"liver","left part of liver",Liver
Lung,Non-Small Cell,"liver","liver",Liver
Lung,Non-Small Cell,"liver","right leasion",Liver
Lung,Non-Small Cell,"liver","right liver lobe",Liver
Lung,Non-Small Cell,"liver","right under lobe liver",Liver
Lung,Non-Small Cell,"liver","right",Liver
Lung,Non-Small Cell,"liver","segment 2",Liver
Lung,Non-Small Cell,"liver","segment 2/3",Liver
Lung,Non-Small Cell,"liver","segment 4",Liver
Lung,Non-Small Cell,"liver","segment 4b",Liver
Lung,Non-Small Cell,"liver","segment 4b/5",Liver
Lung,Non-Small Cell,"liver","segment 5",Liver
Lung,Non-Small Cell,"liver","segment 5/6",Liver
Lung,Non-Small Cell,"liver","segment 6",Liver
Lung,Non-Small Cell,"liver","segment 7",Liver
Lung,Non-Small Cell,"liver","segment 8",Liver
Lung,Non-Small Cell,"liver","subcapsular lesion right lobe",Liver
Lung,Non-Small Cell,"liver","unknown",Liver
Lung,Non-Small Cell,"lung",",transthoracaal, right basal from dorsal",Lung
Lung,Non-Small Cell,"lung","apex of right lower lobe",Lung
Lung,Non-Small Cell,"lung","between left atrium and aorta",Lung
Lung,Non-Small Cell,"lung","bronchus mucous membrane",Lung
Lung,Non-Small Cell,"lung","caviterende leasie right lung",Lung
Lung,Non-Small Cell,"lung","dorsal paravertebraal left lower lobe",Lung
Lung,Non-Small Cell,"lung","endobrochial",Lung
Lung,Non-Small Cell,"lung","intercostal 5-6",Lung
Lung,Non-Small Cell,"lung","left lower lobe",Lung
Lung,Non-Small Cell,"lung","left lung",Lung
Lung,Non-Small Cell,"lung","left upper lobe",Lung
Lung,Non-Small Cell,"lung","left upper lung",Lung
Lung,Non-Small Cell,"lung","lesion right lower lobe",Lung
Lung,Non-Small Cell,"lung","lesion",Lung
Lung,Non-Small Cell,"lung","linker onderkwab",Lung
Lung,Non-Small Cell,"lung","lung (lok paracardial)",Lung
Lung,Non-Small Cell,"lung","middenkwab",Lung
Lung,Non-Small Cell,"lung","null",Lung
Lung,Non-Small Cell,"lung","pleural lesion, right dorsal",Lung
Lung,Non-Small Cell,"lung","pleural mass left",Lung
Lung,Non-Small Cell,"lung","pulmonary lesion left basal",Lung
Lung,Non-Small Cell,"lung","right lower lobe apical",Lung
Lung,Non-Small Cell,"lung","right lower lobe",Lung
Lung,Non-Small Cell,"lung","right lung",Lung
Lung,Non-Small Cell,"lung","right under segment",Lung
Lung,Non-Small Cell,"lung","right upper lobe",Lung
Lung,Non-Small Cell,"lung","right",Lung
Lung,Non-Small Cell,"lung","soft tissue near 7th dorsal rib left",Lung
Lung,Non-Small Cell,"lung","sub-pleural lesion dorsal right",Lung
Lung,Non-Small Cell,"lung","subpleural longnodus right",Lung
Lung,Non-Small Cell,"lung","unknown",Lung
Lung,Non-Small Cell,"lung","upper lobe",Lung
Lung,Non-Small Cell,"lymph node","axilla left subpectoral",Lymph node
Lung,Non-Small Cell,"lymph node","axilla left",Lymph node
Lung,Non-Small Cell,"lymph node","axilla",Lymph node
Lung,Non-Small Cell,"lymph node","axillar right",Lymph node
Lung,Non-Small Cell,"lymph node","chest",Lymph node
Lung,Non-Small Cell,"lymph node","left axilla",Lymph node
Lung,Non-Small Cell,"lymph node","left inguinal",Lymph node
Lung,Non-Small Cell,"lymph node","left upperleg",Lymph node
Lung,Non-Small Cell,"lymph node","left, subcutaneous, at the transition point between station 2 and station 5",Lymph node
Lung,Non-Small Cell,"lymph node","low cervical left",Lymph node
Lung,Non-Small Cell,"lymph node","lung",Lymph node
Lung,Non-Small Cell,"lymph node","mediastinum",Lymph node
Lung,Non-Small Cell,"lymph node","neck - right side",Lymph node
Lung,Non-Small Cell,"lymph node","neck left",Lymph node
Lung,Non-Small Cell,"lymph node","neck",Lymph node
Lung,Non-Small Cell,"lymph node","retroclavicular right",Lymph node
Lung,Non-Small Cell,"lymph node","right arm pit",Lymph node
Lung,Non-Small Cell,"lymph node","right axilla",Lymph node
Lung,Non-Small Cell,"lymph node","right hilair",Lymph node
Lung,Non-Small Cell,"lymph node","right infra clavicular",Lymph node
Lung,Non-Small Cell,"lymph node","right neck",Lymph node
Lung,Non-Small Cell,"lymph node","right shoulder",Lymph node
Lung,Non-Small Cell,"lymph node","right supraclavicular",Lymph node
Lung,Non-Small Cell,"lymph node","supraclavicula",Lymph node
Lung,Non-Small Cell,"lymph node","supraclaviculair left",Lymph node
Lung,Non-Small Cell,"lymph node","supraclaviculair right",Lymph node
Lung,Non-Small Cell,"lymph node","supraclaviculair",Lymph node
Lung,Non-Small Cell,"lymph node","supraclaviculaire lymph node",Lymph node
Lung,Non-Small Cell,"lymph node","supraclavicular left",Lymph node
Lung,Non-Small Cell,"lymph node","supraclavicular right",Lymph node
Lung,Non-Small Cell,"lymph node","supraclavicular",Lymph node
Lung,Non-Small Cell,"mamma","left",Breast
Lung,Non-Small Cell,"pelvis","pelvic",Bone
Lung,Non-Small Cell,"pelvis","right",Bone
Lung,Non-Small Cell,"pleura","enlargement right",Lung
Lung,Non-Small Cell,"primary","left dorso basal",Lung
Lung,Non-Small Cell,"primary","left lung",Lung
Lung,Non-Small Cell,"primary","lung: right upper lobe",Lung
Lung,Non-Small Cell,"primary","lung",Lung
Lung,Non-Small Cell,"primary","paracardial",Lung
Lung,Non-Small Cell,"shoulder blade","left dorsal",Bone
Lung,Non-Small Cell,"skin","skin",(Sub)cutane
Lung,Non-Small Cell,"soft tissue","left subclavicular",Thorax/Thorax wall
Lung,Non-Small Cell,"soft tissue","neck right",(Sub)cutane
Lung,Non-Small Cell,"soft tissue","supraclavicular",Thorax/Thorax wall
Lung,Non-Small Cell,"soft tissue","thorax wall",Thorax/Thorax wall
Lung,Non-Small Cell,"subcutaneous","left dorsal back",(Sub)cutane
Lung,Non-Small Cell,"subcutaneous","left thorax wall",(Sub)cutane
Lung,Non-Small Cell,"subcutaneous","right flank",(Sub)cutane
Lung,Non-Small Cell,"subcutaneous","thoraxwall left",(Sub)cutane
Lung,Non-Small Cell,"swelling back","right paramedian",Lung
Lung,Non-Small Cell,"thorax","paravertebral",Thorax/Thorax wall
Lung,Non-Small Cell,"trachea","dorsal in trachea",Lung
Lung,Other,"liver","segment 4",Liver
Lung,Small Cell,"adrenal gland","right",Adrenal gland
Lung,Small Cell,"kidney","left kidney",Kidney
Lung,Small Cell,"liver","caudal left lobe",Liver
Lung,Small Cell,"liver","left lobe",Liver
Lung,Small Cell,"liver","liver",Liver
Lung,Small Cell,"liver","nos",Liver
Lung,Small Cell,"liver","not specified",Liver
Lung,Small Cell,"liver","right lobe",Liver
Lung,Small Cell,"liver","segment 1",Liver
Lung,Small Cell,"liver","subcapsulaire lesion caudaal right liver lobe",Liver
Lung,Small Cell,"liver","unknown",Liver
Lung,Small Cell,"lung","left parasternal",Lung
Lung,Small Cell,"lung","left perihilair",Lung
Lung,Small Cell,"lung","left upper lobe",Lung
Lung,Small Cell,"lung","right lower lobe",Lung
Lung,Small Cell,"lung","right upper lobe",Lung
Lung,Small Cell,"lymph node","axilla leteral intramammair right",Lymph node
Lung,Small Cell,"lymph node","left inguinal",Lymph node
Lung,Small Cell,"lymph node","level iv right neck",Lymph node
Lung,Small Cell,"lymph node","retrocrural right",Lymph node
Lung,Small Cell,"lymph node","right pretracheaal",Lymph node
Lung,Small Cell,"lymph node","supraclaviculair right",Lymph node
Lung,Small Cell,"lymph node","supraclaviculair",Lymph node
Lung,Small Cell,"lymph node","supraclavicular",Lymph node
Lung,Small Cell,"pleural","paracardiaal",Lung
Lung,Small Cell,"primary","liver",Lung
Lung,Small Cell,"primary","lung right",Lung
Lung,Small Cell,"skin leasion","front thorax side",(Sub)cutane
Lung,Small Cell,"subcutaneous","right flank",(Sub)cutane
Lymphoid,Hodgkin lymphoma,"liver","segment 6",Liver
Lymphoid,Hodgkin lymphoma,"lymph node","axillair right",Lymph node
Lymphoid,Hodgkin lymphoma,"lymph node","inguinal lymph node left",Lymph node
Lymphoid,Non-Hodgkin lymphoma,"lymph node","inguinal right",Lymph node
Lymphoid,Non-Hodgkin lymphoma,"lymph node","null",Lymph node
Lymphoid,Non-Hodgkin lymphoma,"nasal cavity","nasal cavity",Head and neck
Lymphoid,Non-Hodgkin lymphoma,"peritoneum","pancreas",Peritoneum/Omentum
Lymphoid,Non-Hodgkin lymphoma,"small pelvis","left site",Bone
Lymphoid,Other,"liver","right",Liver
Lymphoid,Other,"primary","abdomen",Abdomen/Abdominal wall
Lymphoid,Thymic carcinoma,"mediastinum","mediastinum",Thorax/Thorax wall
Lymphoid,Thymic carcinoma,"thorax wall","costa 6 left ventral",Thorax/Thorax wall
Mesothelioma,,"epicardial","left",Lung
Mesothelioma,,"lung","left upper lobe",Lung
Mesothelioma,,"lung","pleura",Lung
Mesothelioma,,"lung","right apical",Lung
Mesothelioma,,"omentum","omentum",Peritoneum/Omentum
Mesothelioma,,"peritoneum","peritoneum",Peritoneum/Omentum
Mesothelioma,,"pleura","right paracardial",Lung
Mesothelioma,,"pleural fluid","pleura paravertebral",Lung
Mesothelioma,,"primary","left pleura",Lung
Mesothelioma,,"primary","left pleural ventral",Lung
Mesothelioma,,"primary","left thorax wall",Lung
Mesothelioma,,"primary","plaural mass right craniodorsal",Lung
Mesothelioma,,"soft tissue","paravertebral",Lung
Mesothelioma,,"soft tissue","thorax wall",Lung
Mesothelioma,Pericarditis carcinomatosa,"lung","null",Lung
NULL,NULL,"bone","costa 3en 4 rechts",Bone
NULL,NULL,"liver","null",Liver
NULL,NULL,"lymph node","supraclavicular right",Lymph node
NULL,NULL,"null","brain; left parietal",CNS
Other,Adrenal,"liver","right lobe",Liver
Other,Adrenal,"primary","lesion",Adrenal gland
Other,Double primary,"lymph node","axillair",Lymph node
Other,Double primary,"mesothelioma left diaphragm","dorsolateral, between ribs",Thorax/Thorax wall
Other,Myeloid: Morbus Kahler,"soft tissue","gastrocnemus rechts,",Muscle
Other,Myeloid: Multiple Myeloma,"bone","unknown",Bone
Other,NET,"liver","null",Liver
Other,NET,"liver","right liver",Liver
Other,NET,"lung","right mid lobe",Lung
Other,NET,"primary","colon",Colon/Rectum
Other,NET,"subcutaneous","right axilla",(Sub)cutane
Other,NET: large cell,"liver","left liver lobe",Liver
Other,NET: lung or small intenstine,"liver","left liver lobe",Liver
Other,NET: unknown primary,"cardia","cardia",Stomach
Other,NET: unknown primary,"cns","occipitale",CNS
Other,NET: unknown primary,"liver","segment 2/3",Liver
Other,NET: unknown primary,"liver","segment 5",Liver
Other,NET: unknown primary,"liver","segment 6",Liver
Other,NET: unknown primary,"lymph node","neck level 3 left",Lymph node
Other,Penile,"bone","rib 8 right",Bone
Other,Penile,"methastase","between ureter and blatterveins",Abdomen/Abdominal wall
Other,Testis,"bone","os ileum right",Bone
Other,Testis,"bone","sacrum left",Bone
Other,Testis,"bone","sacrum",Bone
Other,Testis,"lung","right under lobe",Thorax/Thorax wall
Other,Testis,"peritoneum","peritonial left abdomen",Peritoneum/Omentum
Other,Thymic NET,"pleural","left pleural intercostal",Lung
Other,Thyroid,"abdomen","left",Abdomen/Abdominal wall
Other,Thyroid,"liver","central leasion segment 4",Liver
Other,Thyroid,"liver","liver right part",Liver
Other,Thyroid,"lung","right lower lobe",Lung
Other,Thyroid,"lung","subpleural nodus dorsobasal",Lung
Other,Thyroid,"lymph node","left neck",Lymph node
Other,Thyroid,"lymph node","lymf node neck left side",Lymph node
Other,Thyroid,"lymph node","metastasis",Lymph node
Other,Thyroid,"lymph node","neck left",Lymph node
Other,Thyroid,"neck","left",Head and neck
Other,Thyroid,"skin","head",(Sub)cutane
Other,Vagina,"squamous cell carcinoma","vagina",Vagina
Ovary,,"abdomen","lower abdomen lesion right",Abdomen/Abdominal wall
Ovary,,"abdomen","near sigmoid",Abdomen/Abdominal wall
Ovary,,"abdomen","omental cake left",Peritoneum/Omentum
Ovary,,"abdomen","right, lateral",Abdomen/Abdominal wall
Ovary,,"abdomen","ventralis",Abdomen/Abdominal wall
Ovary,,"abdominal wall","abdominal wall",Abdomen/Abdominal wall
Ovary,,"abdominal wall","left",Abdomen/Abdominal wall
Ovary,,"abdominal wall","mass omentum paramedian left",Peritoneum/Omentum
Ovary,,"breast","right breast",Breast
Ovary,,"central in abdomen","abdomen",Abdomen/Abdominal wall
Ovary,,"cutane","left shoulder",(Sub)cutane
Ovary,,"infraclaviculare","left site",Thorax/Thorax wall
Ovary,,"left retroperitoneal lesion","left retroperitoneal lesion",Abdomen/Abdominal wall
Ovary,,"liver","liver",Liver
Ovary,,"liver","right lob",Liver
Ovary,,"liver","right lobe",Liver
Ovary,,"liver","right, cranial",Liver
Ovary,,"liver","segment 5",Liver
Ovary,,"liver","segment 6",Liver
Ovary,,"liver","segment 8",Liver
Ovary,,"liver","unknown",Liver
Ovary,,"liver","ventral right lobe",Liver
Ovary,,"lymph node","axilla left",Lymph node
Ovary,,"lymph node","axilla right",Lymph node
Ovary,,"lymph node","left axilla",Lymph node
Ovary,,"lymph node","left side para-aortic",Lymph node
Ovary,,"lymph node","level ii neck",Lymph node
Ovary,,"lymph node","para aortal",Lymph node
